Purchase ID,Player Name,Age,Gender,Item ID,Item Name,Price,Age Group
152,Marjask87,20,Male,110,Suspension,1.44,20-24
550,Ilunyon70,20,Male,60,Wolf,3.54,20-24
280,Yana46,20,Female,16,Restored Bauble,3.55,20-24
140,Hari50,20,Female,8,"Purgatory, Gem of Regret",3.93,20-24
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09,20-24
410,Strithenu87,20,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
535,Siralsudeu54,20,Male,155,War-Forged Gold Deflector,1.01,20-24
536,Siallylis44,20,Male,101,Final Critic,4.19,20-24
178,Baelollodeu94,20,Female,57,"Despair, Favor of Due Diligence",4.6,20-24
228,Jiskirran77,20,Other / Non-Disclosed,80,Dreamsong,3.39,20-24
206,Haisurra41,20,Female,78,"Glimmer, Ender of the Moon",4.4,20-24
434,Irillo49,20,Male,84,Arcane Gem,3.79,20-24
287,Rilaera56,20,Male,5,Putrid Fan,4.08,20-24
742,Isty55,20,Male,5,Putrid Fan,4.08,20-24
185,Thrientossa55,20,Male,150,Deathraze,2.85,20-24
198,Chadolyla44,20,Male,153,Mercenary Sabre,3.74,20-24
194,Frichast28,20,Male,73,Ritual Mace,2.05,20-24
548,Yathecal82,20,Female,75,Brutality Ivory Warmace,2.42,20-24
455,Lisossala30,20,Male,103,Singed Scalpel,4.35,20-24
748,Rastynusuir31,20,Male,55,Vindictive Glass Edge,2.27,20-24
502,Frichocesta66,20,Male,16,Restored Bauble,3.55,20-24
500,Pheulidil31,20,Male,100,Blindscythe,3.27,20-24
377,Raysistast71,20,Male,11,Brimstone,3.65,20-24
749,Chanossanya44,20,Male,53,Vengeance Cleaver,2.05,20-24
148,Iskadarya95,20,Male,148,"Warmonger, Gift of Suffering's End",4.03,20-24
237,Idairin51,20,Other / Non-Disclosed,16,Restored Bauble,3.55,20-24
777,Yathecal72,20,Male,67,"Celeste, Incarnation of the Corrupted",3.46,20-24
64,Phaena87,20,Male,56,Foul Titanium Battle Axe,2.92,20-24
733,Chamiman85,20,Male,66,Victor Iron Spikes,4.4,20-24
711,Chadolyla44,20,Male,94,Mourning Blade,3.49,20-24
666,Assilsan72,20,Female,82,Nirvana,4.9,20-24
52,Aelin32,20,Male,60,Wolf,3.54,20-24
97,Aiduecal76,20,Male,134,Undead Crusader,4.5,20-24
0,Lisim78,20,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,20-24
576,Ilassa51,20,Male,34,Retribution Axe,2.22,20-24
584,Aelin32,20,Male,115,Spectral Diamond Doomblade,2.04,20-24
567,Lassirrasda85,20,Male,102,Avenger,3.44,20-24
566,Ardonmol96,20,Male,31,Trickster,1.55,20-24
16,Lisirra25,20,Male,40,Second Chance,2.52,20-24
590,Iathem87,20,Male,141,Persuasion,3.19,20-24
302,Siallylis44,20,Male,4,Bloodlord's Fetish,1.7,20-24
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,20-24
569,Baelollodeu94,20,Female,87,"Deluge, Edge of the West",4.43,20-24
259,Haellysu29,20,Male,72,Winter's Bite,3.77,20-24
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98,20-24
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96,20-24
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07,20-24
356,Pheosrinudeu70,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74,20-24
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
349,Sundirrala66,20,Male,59,"Lightning, Etcher of the King",4.23,20-24
621,Seosrim97,20,Male,26,Unholy Wand,1.12,20-24
670,Aiduecal76,20,Male,120,Agatha,3.08,20-24
291,Idairin51,20,Other / Non-Disclosed,35,Heartless Bone Dualblade,3.45,20-24
48,Asur96,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74,20-24
661,Strithenu87,20,Male,60,Wolf,3.54,20-24
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
615,Sida61,20,Female,72,Winter's Bite,3.77,20-24
91,Chadolyla44,20,Male,59,"Lightning, Etcher of the King",4.23,20-24
727,Yathecal82,20,Female,104,Gladiator's Glaive,1.93,20-24
602,Seosrim97,20,Male,65,Conqueror Adamantite Mace,4.24,20-24
20,Iathenudil29,20,Male,57,"Despair, Favor of Due Diligence",4.6,20-24
47,Chanuchi25,20,Male,170,Shadowsteel,3.97,20-24
87,Aelin32,20,Male,151,Severance,3.4,20-24
63,Alo38,20,Male,125,Whistling Mithril Warblade,1.0,20-24
652,Pheosrinudeu70,20,Male,75,Brutality Ivory Warmace,2.42,20-24
729,Assylla81,20,Male,74,Yearning Crusher,4.18,20-24
305,Siallylis44,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,20-24
40,Aerithriaphos45,20,Male,143,Frenzied Scimitar,1.56,20-24
249,Sundirrala66,20,Male,16,Restored Bauble,3.55,20-24
312,Strithenu87,20,Male,147,"Hellreaver, Heirloom of Inception",4.93,20-24
41,Assosia88,20,Female,7,"Thorn, Satchel of Dark Souls",1.33,20-24
318,Iskadarya95,20,Male,91,Celeste,4.17,20-24
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37,20-24
245,Lisim78,20,Male,85,Malificent Bag,1.75,20-24
706,Chanossanya44,20,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
247,Iskadarya95,20,Male,82,Nirvana,4.9,20-24
94,Aina43,19,Male,96,Blood-Forged Skeletal Spine,3.09,15-19
741,Phiallylis33,19,Male,145,Fiery Glass Crusader,4.58,15-19
219,Aidai53,19,Male,57,"Despair, Favor of Due Diligence",4.6,15-19
370,Idai61,19,Male,45,Glinting Glass Edge,3.85,15-19
233,Taeduenu92,19,Female,66,Victor Iron Spikes,4.4,15-19
505,Thourdirra92,19,Male,110,Suspension,1.44,15-19
345,Hada39,19,Male,2,Verdict,2.48,15-19
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
108,Sondadarya58,19,Male,85,Malificent Bag,1.75,15-19
129,Lisast87,19,Male,74,Yearning Crusher,4.18,15-19
533,Hada39,19,Male,48,"Rage, Legacy of the Lone Victor",2.48,15-19
407,Idai61,19,Male,131,Fury,1.44,15-19
30,Idai61,19,Male,140,Striker,2.94,15-19
34,Sondim73,19,Male,160,Azurewrath,4.4,15-19
697,Tyaelistidru84,19,Female,1,Crucifer,3.26,15-19
281,Sondimla25,19,Male,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
709,Lisast87,19,Male,75,Brutality Ivory Warmace,2.42,15-19
702,Ililsasya43,19,Male,12,Dawne,1.02,15-19
59,Yaliru88,19,Male,105,Hailstorm Shadowsteel Scythe,3.03,15-19
628,Hada39,19,Male,167,"Malice, Legacy of the Queen",3.61,15-19
399,Marilsasya33,19,Male,143,Frenzied Scimitar,1.56,15-19
452,Marilsasya33,19,Male,32,Orenmir,1.14,15-19
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
725,Malunil62,18,Male,72,Winter's Bite,3.77,15-19
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74,15-19
379,Tyananurgue44,18,Male,100,Blindscythe,3.27,15-19
288,Eulaestira36,18,Male,156,Soul-Forged Steel Shortsword,1.77,15-19
95,Ilassast39,18,Male,164,Exiled Doomblade,1.63,15-19
450,Sondistanya61,18,Female,35,Heartless Bone Dualblade,3.45,15-19
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4,15-19
144,Ili43,18,Male,22,Amnesia,2.18,15-19
348,Eulaestira36,18,Male,38,"The Void, Vengeance of Dark Magic",2.37,15-19
146,Aidaillodeu39,18,Male,133,Faith's Scimitar,4.09,15-19
448,Chanjask65,18,Female,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
764,Saedaiphos46,18,Male,113,Solitude's Reaver,4.07,15-19
359,Chadirra90,18,Male,73,Ritual Mace,2.05,15-19
227,Haeladil46,18,Male,24,Warped Fetish,3.81,15-19
757,Eratiel90,18,Male,57,"Despair, Favor of Due Diligence",4.6,15-19
391,Alarap40,18,Male,20,Netherbane,3.27,15-19
42,Aidaillodeu39,18,Male,72,Winter's Bite,3.77,15-19
522,Meosridil82,18,Male,82,Nirvana,4.9,15-19
157,Marast30,18,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53,15-19
188,Malunil62,18,Male,88,"Emberling, Defender of Delusions",3.75,15-19
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
765,Irith83,18,Male,130,Alpha,2.07,15-19
317,Tyidainu31,18,Female,3,Phantomlight,2.49,15-19
432,Hisridru55,18,Male,120,Agatha,3.08,15-19
346,Saedaiphos46,18,Male,121,Massacre,1.6,15-19
322,Saedaiphos46,18,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,15-19
149,Qilatista90,17,Male,161,Devine,1.76,15-19
268,Inasti31,17,Male,71,Demise,1.61,15-19
699,Tyaelly53,17,Female,130,Alpha,2.07,15-19
395,Ennoncil86,17,Male,152,Darkheart,1.74,15-19
632,Filrion83,17,Male,160,Azurewrath,4.4,15-19
229,Undosia27,17,Male,72,Winter's Bite,3.77,15-19
388,Aeda94,17,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
328,Lisista63,17,Male,152,Darkheart,1.74,15-19
211,Eosrirgue62,17,Male,120,Agatha,3.08,15-19
205,Jiskimya77,17,Male,149,"Tranquility, Razor of Black Magic",1.75,15-19
752,Mindjasksya61,17,Male,112,Worldbreaker,2.6,15-19
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82,15-19
665,Hariphos58,17,Male,73,Ritual Mace,2.05,15-19
150,Inasti31,17,Male,0,Splinter,1.28,15-19
61,Jiskimya77,17,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,15-19
542,Syally44,17,Male,22,Amnesia,2.18,15-19
568,Syally44,17,Male,123,Twilight's Carver,2.28,15-19
175,Indcil77,17,Male,103,Singed Scalpel,4.35,15-19
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58,15-19
176,Chamimla73,17,Male,157,"Spada, Etcher of Hatred",4.8,15-19
162,Styaduen40,17,Male,181,Reaper's Toll,1.66,15-19
333,Iduenu77,17,Female,114,Yearning Mageblade,3.82,15-19
532,Eryon48,16,Male,21,Souleater,1.1,15-19
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42,15-19
634,Eoral49,16,Male,103,Singed Scalpel,4.35,15-19
467,Adairialis76,16,Male,123,Twilight's Carver,2.28,15-19
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45,15-19
236,Aerithriaphos46,16,Male,107,"Splitter, Foe Of Subtlety",2.18,15-19
260,Saida58,16,Male,70,Hope's End,1.03,15-19
297,Heosurnuru52,16,Female,169,"Interrogator, Blood Blade of the Queen",2.18,15-19
240,Lirtastsda29,16,Male,82,Nirvana,4.9,15-19
714,Tyidaim51,16,Female,103,Singed Scalpel,4.35,15-19
267,Tyidaim51,16,Female,41,Orbit,4.75,15-19
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86,15-19
82,Haerithp41,16,Other / Non-Disclosed,160,Azurewrath,4.4,15-19
508,Iskim96,16,Male,7,"Thorn, Satchel of Dark Souls",1.33,15-19
374,Saisrilis27,16,Male,85,Malificent Bag,1.75,15-19
96,Lisassala98,16,Male,56,Foul Titanium Battle Axe,2.92,15-19
169,Heosurnuru52,16,Female,123,Twilight's Carver,2.28,15-19
234,Chamimla85,16,Male,97,"Swan Song, Gouger Of Terror",2.5,15-19
617,Chamimla85,16,Male,40,Second Chance,2.52,15-19
181,Marirrasta50,16,Male,51,Endbringer,4.66,15-19
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4,15-19
771,Iskossasda43,16,Male,25,Hero Cane,4.35,15-19
276,Tyidaim51,16,Female,9,"Thorn, Conqueror of the Corrupted",2.73,15-19
675,Lirtastsda29,16,Male,144,Blood Infused Guardian,1.94,15-19
122,Lisista27,16,Male,174,Primitive Blade,3.47,15-19
242,Eodaisu60,16,Other / Non-Disclosed,39,"Betrayal, Whisper of Grieving Widows",3.94,15-19
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07,15-19
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84,15-19
381,Aerillorin70,16,Male,83,Lifebender,3.33,15-19
204,Chamimla85,16,Male,0,Splinter,1.28,15-19
690,Idaidil28,15,Male,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
389,Quinarap53,15,Male,157,"Spada, Etcher of Hatred",4.8,15-19
68,Indonmol95,15,Male,27,"Riddle, Tribute of Ended Dreams",3.3,15-19
165,Lirtassa52,15,Male,183,Dragon's Greatsword,1.09,15-19
113,Phyali88,15,Female,140,Striker,2.94,15-19
683,Ialallo29,15,Female,145,Fiery Glass Crusader,4.58,15-19
199,Ialallo29,15,Female,138,"Peacekeeper, Wit of Dark Magic",4.74,15-19
430,Frichynde86,15,Male,164,Exiled Doomblade,1.63,15-19
441,Hiaral50,15,Male,156,Soul-Forged Steel Shortsword,1.77,15-19
409,Lisotesta51,15,Female,144,Blood Infused Guardian,1.94,15-19
425,Raisty38,15,Male,20,Netherbane,3.27,15-19
406,Idaidil28,15,Male,100,Blindscythe,3.27,15-19
668,Chanilsasda38,15,Male,40,Second Chance,2.52,15-19
401,Lirtim36,15,Other / Non-Disclosed,46,Hopeless Ebon Dualblade,1.33,15-19
451,Eudanu32,15,Female,122,Unending Tyranny,2.85,15-19
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27,15-19
324,Aerithnucal56,15,Male,154,Feral Katana,4.4,15-19
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46,15-19
215,Ialallo29,15,Female,40,Second Chance,2.52,15-19
655,Lirtassan78,15,Male,20,Netherbane,3.27,15-19
607,Rithe53,15,Female,80,Dreamsong,3.39,15-19
269,Lassassast73,15,Male,18,"Torchlight, Bond of Storms",4.65,15-19
262,Chamadar79,15,Male,172,Blade of the Grave,3.14,15-19
273,Phyali88,15,Female,92,Final Critic,4.88,15-19
743,Frichilsa31,15,Male,110,Suspension,1.44,15-19
597,Quinarap53,15,Male,86,Stormfury Lantern,2.27,15-19
119,Frichosia58,15,Female,87,"Deluge, Edge of the West",4.43,15-19
769,Ilosian36,15,Male,145,Fiery Glass Crusader,4.58,15-19
552,Hiaral50,15,Male,155,War-Forged Gold Deflector,1.01,15-19
355,Tyeoralru41,15,Male,140,Striker,2.94,15-19
134,Phyali88,15,Female,2,Verdict,2.48,15-19
350,Rairith81,15,Other / Non-Disclosed,34,Retribution Axe,2.22,15-19
497,Yadacal26,15,Male,52,Hatred,4.84,15-19
337,Yadacal26,15,Male,17,"Lazarus, Terror of the Earth",1.7,15-19
599,Hiaral50,15,Male,13,Serenity,1.41,15-19
493,Chanirrasta87,14,Male,139,"Mercy, Katana of Dismay",4.94,10-14
487,Raillydeu47,14,Male,93,Apocalyptic Battlescythe,1.97,10-14
449,Ethralista69,13,Male,34,Retribution Axe,2.22,10-14
76,Mindadaran26,13,Female,88,"Emberling, Defender of Delusions",3.75,10-14
139,Lisasi93,13,Male,158,"Darkheart, Butcher of the Champion",2.45,10-14
292,Lisasi93,13,Male,70,Hope's End,1.03,10-14
755,Raesty92,12,Male,76,Haunted Bronzed Bludgeon,3.15,10-14
408,Raesty92,12,Male,53,Vengeance Cleaver,2.05,10-14
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56,10-14
394,Lassassasda30,12,Male,60,Wolf,3.54,10-14
413,Siana77,12,Male,93,Apocalyptic Battlescythe,1.97,10-14
56,Raesty92,12,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,10-14
26,Lirtossa84,11,Male,71,Demise,1.61,10-14
163,Sidap51,11,Male,65,Conqueror Adamantite Mace,4.24,10-14
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97,10-14
751,Lisjaskan36,11,Male,180,Stormcaller,3.36,10-14
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79,10-14
774,Jiskjask80,11,Male,101,Final Critic,4.19,10-14
299,Lirtossa84,11,Male,164,Exiled Doomblade,1.63,10-14
32,Aeralria27,10,Male,133,Faith's Scimitar,4.09,10-14
424,Iarilis73,10,Male,149,"Tranquility, Razor of Black Magic",1.75,10-14
679,Iarilis73,10,Male,153,Mercenary Sabre,3.74,10-14
54,Zhisrisu83,10,Male,25,Hero Cane,4.35,10-14
38,Reulae52,10,Female,116,Renewed Skeletal Katana,4.18,10-14
155,Aillyrin83,10,Female,98,"Deadline, Voice Of Subtlety",2.89,10-14
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1,10-14
411,Lisico81,10,Male,101,Final Critic,4.19,10-14
141,Zhisrisu83,10,Male,60,Wolf,3.54,10-14
546,Sondadar26,9,Male,159,"Oathbreaker, Spellblade of Trials",3.08,<10
575,Sondadar26,9,Male,137,"Aetherius, Boon of the Blessed",3.39,<10
732,Eurithphos97,9,Male,97,"Swan Song, Gouger Of Terror",2.5,<10
672,Ililsan66,9,Male,122,Unending Tyranny,2.85,<10
486,Eurithphos97,9,Male,53,Vengeance Cleaver,2.05,<10
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4,<10
81,Heudai45,8,Female,174,Primitive Blade,3.47,<10
311,Anallorgue57,8,Male,71,Demise,1.61,<10
187,Tyeurith29,8,Male,11,Brimstone,3.65,<10
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93,<10
767,Ilmol66,8,Female,92,Final Critic,4.88,<10
37,Seuthep89,8,Male,73,Ritual Mace,2.05,<10
272,Anallorgue57,8,Male,133,Faith's Scimitar,4.09,<10
339,Ilmol66,8,Female,124,Venom Claymore,1.29,<10
778,Sisur91,7,Male,101,Final Critic,4.19,<10
33,Haillyrgue51,7,Male,44,Bonecarvin Battle Axe,2.38,<10
446,Chanossast57,7,Female,119,"Stormbringer, Dark Blade of Ending Misery",4.32,<10
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,<10
481,Sondossa69,7,Male,179,"Wolf, Promise of the Moonwalker",4.48,<10
78,Haillyrgue51,7,Male,50,Dawn,4.6,<10
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08,<10
515,Haillyrgue51,7,Male,40,Second Chance,2.52,<10
27,Eusri44,7,Male,96,Blood-Forged Skeletal Spine,3.09,<10
